Sigla;codigo;municipio;IDH
PE;2609709;Orobó;0.61
PE;2609808;Orocó;0.61
PE;2609907;Ouricuri;0.572
PE;2610004;Palmares;0.622
PE;2610103;Palmeirina;0.549
PE;2610202;Panelas;0.569
PE;2610301;Paranatama;0.537
PE;2610400;Parnamirim;0.599
PE;2610509;Passira;0.592
PE;2610608;Paudalho;0.639
PE;2610707;Paulista;0.732
PE;2610806;Pedra;0.567
PE;2610905;Pesqueira;0.61
PE;2611002;Petrolândia;0.623
PE;2611101;Petrolina;0.697
PE;2611200;Poção;0.528
PE;2611309;Pombos;0.598
PE;2611408;Primavera;0.58
PE;2611507;Quipapá;0.552
PE;2611533;Quixaba;0.577
PE;2611606;Recife;0.772
PE;2611705;Riacho das Almas;0.57
PE;2611804;Ribeirão;0.602
PE;2611903;Rio Formoso;0.613
PE;2612000;Sairé;0.585
PE;2612109;Salgadinho;0.534
PE;2612208;Salgueiro;0.669
PE;2612307;Saloá;0.559
PE;2612406;Sanharó;0.603
PE;2612455;Santa Cruz;0.549
PE;2612471;Santa Cruz da Baixa Verde;0.612
PE;2612505;Santa Cruz do Capibaribe;0.648
PE;2612554;Santa Filomena;0.533
PE;2612604;Santa Maria da Boa Vista;0.59
PE;2612703;Santa Maria do Cambucá;0.548
PE;2612802;Santa Terezinha;0.593
PE;2612901;São Benedito do Sul;0.53
PE;2613008;São Bento do Una;0.593
PE;2613107;São Caitano;0.591
PE;2613206;São João;0.57
PE;2613305;São Joaquim do Monte;0.537
PE;2613404;São José da Coroa Grande;0.608
PE;2613503;São José do Belmonte;0.61
PE;2613602;São José do Egito;0.635
PE;2613701;São Lourenço da Mata;0.653
PE;2613800;São Vicente Ferrer;0.549
PE;2613909;Serra Talhada;0.661
PE;2614006;Serrita;0.595
PE;2614105;Sertânia;0.613
PE;2614204;Sirinhaém;0.597
PE;2614303;Moreilândia;0.6
PE;2614402;Solidão;0.585
PE;2614501;Surubim;0.635
PE;2614600;Tabira;0.605
PE;2614709;Tacaimbó;0.554
PE;2614808;Tacaratu;0.573
PE;2614857;Tamandaré;0.593
PE;2615003;Taquaritinga do Norte;0.641
PE;2615102;Terezinha;0.545
PE;2615201;Terra Nova;0.599
PE;2615300;Timbaúba;0.618
PE;2615409;Toritama;0.618
PE;2615508;Tracunhaém;0.605
PE;2615607;Trindade;0.595
PE;2615706;Triunfo;0.67
PE;2615805;Tupanatinga;0.519
PE;2615904;Tuparetama;0.634
PE;2616001;Venturosa;0.592
PE;2616100;Verdejante;0.605
PE;2616183;Vertente do Lério;0.563
PE;2616209;Vertentes;0.582
PE;2616308;Vicência;0.605
PE;2616407;Vitória de Santo Antão;0.64
PE;2616506;Xexéu;0.552
PI;2200053;Acauã;0.528
PI;2200103;Agricolândia;0.599
PI;2200202;Água Branca;0.639
PI;2200251;Alagoinha do Piauí;0.531
PI;2200277;Alegrete do Piauí;0.585
PI;2200301;Alto Longá;0.585
PI;2200400;Altos;0.614
PI;2200459;Alvorada do Gurguéia;0.578
PI;2200509;Amarante;0.598
PI;2200608;Angical do Piauí;0.63
PI;2200707;Anísio de Abreu;0.594
PI;2200806;Antônio Almeida;0.62
PI;2200905;Aroazes;0.583
PI;2200954;Aroeiras de Itaim;0.519
PI;2201002;Arraial;0.56
PI;2201051;Assunção do Piauí;0.499
PI;2201101;Avelino Lopes;0.554
PI;2201150;Baixa Grande do Ribeiro;0.564
PI;2201176;Barra D'Alcântara;0.577
PI;2201200;Barras;0.595
PI;2201309;Barreiras do Piauí;0.557
PI;2201408;Barro Duro;0.612
PI;2201507;Batalha;0.545
PI;2201556;Bela Vista do Piauí;0.576
PI;2201572;Belém do Piauí;0.551
PI;2201606;Beneditinos;0.557
PI;2201705;Bertolínia;0.612
PI;2201739;Betânia do Piauí;0.489
PI;2201770;Boa Hora;0.575
PI;2201804;Bocaina;0.632
PI;2201903;Bom Jesus;0.668
PI;2201919;Bom Princípio do Piauí;0.532
PI;2201929;Bonfim do Piauí;0.542
PI;2201945;Boqueirão do Piauí;0.56
PI;2201960;Brasileira;0.577
PI;2201988;Brejo do Piauí;0.515
PI;2202000;Buriti dos Lopes;0.565
PI;2202026;Buriti dos Montes;0.574
PI;2202059;Cabeceiras do Piauí;0.583
PI;2202075;Cajazeiras do Piauí;0.562
PI;2202083;Cajueiro da Praia;0.546
PI;2202091;Caldeirão Grande do Piauí;0.588
PI;2202109;Campinas do Piauí;0.544
PI;2202117;Campo Alegre do Fidalgo;0.537
PI;2202133;Campo Grande do Piauí;0.56
PI;2202174;Campo Largo do Piauí;0.528
PI;2202208;Campo Maior;0.656
PI;2202251;Canavieira;0.583
PI;2202307;Canto do Buriti;0.576
PI;2202406;Capitão de Campos;0.583
PI;2202455;Capitão Gervásio Oliveira;0.553
PI;2202505;Caracol;0.552
PI;2202539;Caraúbas do Piauí;0.505
PI;2202554;Caridade do Piauí;0.541
PI;2202604;Castelo do Piauí;0.587
PI;2202653;Caxingó;0.488
PI;2202703;Cocal;0.497
PI;2202711;Cocal de Telha;0.555
PI;2202729;Cocal dos Alves;0.498
PI;2202737;Coivaras;0.565
PI;2202752;Colônia do Gurguéia;0.628
PI;2202778;Colônia do Piauí;0.588
PI;2202802;Conceição do Canindé;0.589
PI;2202851;Coronel José Dias;0.546
PI;2202901;Corrente;0.642
PI;2203008;Cristalândia do Piauí;0.573
PI;2203107;Cristino Castro;0.566
PI;2203206;Curimatá;0.607
PI;2203230;Currais;0.542
PI;2203255;Curralinhos;0.555
PI;2203271;Curral Novo do Piauí;0.527
PI;2203305;Demerval Lobão;0.618
PI;2203354;Dirceu Arcoverde;0.561
PI;2203404;Dom Expedito Lopes;0.601
PI;2203420;Domingos Mourão;0.55
PI;2203453;Dom Inocêncio;0.549
PI;2203503;Elesbão Veloso;0.58
PI;2203602;Eliseu Martins;0.595
PI;2203701;Esperantina;0.605
PI;2203750;Fartura do Piauí;0.548
PI;2203800;Flores do Piauí;0.547
PI;2203859;Floresta do Piauí;0.538
PI;2203909;Floriano;0.7
PI;2204006;Francinópolis;0.564
PI;2204105;Francisco Ayres;0.577
PI;2204154;Francisco Macedo;0.553
PI;2204204;Francisco Santos;0.608
PI;2204303;Fronteiras;0.619
PI;2204352;Geminiano;0.561
PI;2204402;Gilbués;0.548
PI;2204501;Guadalupe;0.65
PI;2204550;Guaribas;0.508
PI;2204600;Hugo Napoleão;0.599
PI;2204659;Ilha Grande;0.563
PI;2204709;Inhuma;0.624
PI;2204808;Ipiranga do Piauí;0.63
PI;2204907;Isaías Coelho;0.582
PI;2205003;Itainópolis;0.541
PI;2205102;Itaueira;0.583
PI;2205151;Jacobina do Piauí;0.535
PI;2205201;Jaicós;0.524
PI;2205250;Jardim do Mulato;0.593
PI;2205276;Jatobá do Piauí;0.566
PI;2205300;Jerumenha;0.591
PI;2205359;João Costa;0.561
PI;2205409;Joaquim Pires;0.522
PI;2205458;Joca Marques;0.504
PI;2205508;José de Freitas;0.618
PI;2205516;Juazeiro do Piauí;0.57
PI;2205524;Júlio Borges;0.582
PI;2205532;Jurema;0.555
PI;2205540;Lagoinha do Piauí;0.597
PI;2205557;Lagoa Alegre;0.55
PI;2205565;Lagoa do Barro do Piauí;0.502
PI;2205573;Lagoa de São Francisco;0.529
PI;2205581;Lagoa do Piauí;0.583
PI;2205599;Lagoa do Sítio;0.541
PI;2205607;Landri Sales;0.584
PI;2205706;Luís Correia;0.541
PI;2205805;Luzilândia;0.545
PI;2205854;Madeiro;0.563
PI;2205904;Manoel Emídio;0.573
PI;2205953;Marcolândia;0.562
PI;2206001;Marcos Parente;0.59
PI;2206050;Massapê do Piauí;0.525
PI;2206100;Matias Olímpio;0.562
PI;2206209;Miguel Alves;0.539
PI;2206308;Miguel Leão;0.623
PI;2206357;Milton Brandão;0.508
PI;2206407;Monsenhor Gil;0.615
PI;2206506;Monsenhor Hipólito;0.561
PI;2206605;Monte Alegre do Piauí;0.578
PI;2206654;Morro Cabeça no Tempo;0.542
PI;2206670;Morro do Chapéu do Piauí;0.55
PI;2206696;Murici dos Portelas;0.53
PI;2206704;Nazaré do Piauí;0.576
PI;2206753;Nossa Senhora de Nazaré;0.586
PI;2206803;Nossa Senhora dos Remédios;0.533
PI;2206902;Novo Oriente do Piauí;0.562
PI;2206951;Novo Santo Antônio;0.528
PI;2207009;Oeiras;0.634
PI;2207108;Olho D'Água do Piauí;0.576
PI;2207207;Padre Marcos;0.541
PI;2207306;Paes Landim;0.575
PI;2207355;Pajeú do Piauí;0.559
PI;2207405;Palmeira do Piauí;0.557
PI;2207504;Palmeirais;0.562
PI;2207553;Paquetá;0.509
PI;2207603;Parnaguá;0.575
PI;2207702;Parnaíba;0.687
PI;2207751;Passagem Franca do Piauí;0.561
PI;2207777;Patos do Piauí;0.563
PI;2207793;Pau D'Arco do Piauí;0.514
PI;2207801;Paulistana;0.6
PI;2207850;Pavussu;0.526
PI;2207900;Pedro II;0.571
PI;2207934;Pedro Laurentino;0.562
PI;2207959;Nova Santa Rita;0.554
PI;2208007;Picos;0.698
PI;2208106;Pimenteiras;0.566
PI;2208205;Pio IX;0.564
PI;2208304;Piracuruca;0.596
PI;2208403;Piripiri;0.635
PI;2208502;Porto;0.549
PI;2208551;Porto Alegre do Piauí;0.563
PI;2208601;Prata do Piauí;0.565
PI;2208650;Queimada Nova;0.515
PI;2208700;Redenção do Gurguéia;0.589
PI;2208809;Regeneração;0.591
PI;2208858;Riacho Frio;0.541
PI;2208874;Ribeira do Piauí;0.52
PI;2208908;Ribeiro Gonçalves;0.601
PI;2209005;Rio Grande do Piauí;0.572
PI;2209104;Santa Cruz do Piauí;0.601
PI;2209153;Santa Cruz dos Milagres;0.577
PI;2209203;Santa Filomena;0.544
PI;2209302;Santa Luz;0.588
PI;2209351;Santana do Piauí;0.574
PI;2209377;Santa Rosa do Piauí;0.567
PI;2209401;Santo Antônio de Lisboa;0.584
PI;2209450;Santo Antônio dos Milagres;0.619
PI;2209500;Santo Inácio do Piauí;0.613
PI;2209559;São Braz do Piauí;0.596
PI;2209609;São Félix do Piauí;0.61
PI;2209658;São Francisco de Assis do Piauí;0.485
PI;2209708;São Francisco do Piauí;0.57
PI;2209757;São Gonçalo do Gurguéia;0.56
PI;2209807;São Gonçalo do Piauí;0.616
PI;2209856;São João da Canabrava;0.559
PI;2209872;São João da Fronteira;0.515
PI;2209906;São João da Serra;0.582
PI;2209955;São João da Varjota;0.559
PI;2209971;São João do Arraial;0.523
PI;2210003;São João do Piauí;0.645
PI;2210052;São José do Divino;0.565
PI;2210102;São José do Peixe;0.573
PI;2210201;São José do Piauí;0.552
PI;2210300;São Julião;0.594
PI;2210359;São Lourenço do Piauí;0.595
PI;2210375;São Luis do Piauí;0.554
PI;2210383;São Miguel da Baixa Grande;0.563
PI;2210391;São Miguel do Fidalgo;0.535
PI;2210409;São Miguel do Tapuio;0.556
PI;2210508;São Pedro do Piauí;0.595
PI;2210607;São Raimundo Nonato;0.661
PI;2210623;Sebastião Barros;0.536
PI;2210631;Sebastião Leal;0.562
PI;2210656;Sigefredo Pacheco;0.581
PI;2210706;Simões;0.575
PI;2210805;Simplício Mendes;0.627
PI;2210904;Socorro do Piauí;0.561
PI;2210938;Sussuapara;0.586
PI;2210953;Tamboril do Piauí;0.501
PI;2210979;Tanque do Piauí;0.579
PI;2211001;Teresina;0.751
PI;2211100;União;0.577
PI;2211209;Uruçuí;0.631
PI;2211308;Valença do Piauí;0.647
PI;2211357;Várzea Branca;0.553
PI;2211407;Várzea Grande;0.571
PI;2211506;Vera Mendes;0.503
PI;2211605;Vila Nova do Piauí;0.565
PI;2211704;Wall Ferraz;0.544
RN;2400109;Acari;0.679
RN;2400208;Açu;0.661
RN;2400307;Afonso Bezerra;0.585
RN;2400406;Água Nova;0.616
RN;2400505;Alexandria;0.606
RN;2400604;Almino Afonso;0.624
RN;2400703;Alto do Rodrigues;0.672
RN;2400802;Angicos;0.624
RN;2400901;Antônio Martins;0.578
RN;2401008;Apodi;0.639
RN;2401107;Areia Branca;0.682
RN;2401206;Arês;0.606
RN;2401305;Augusto Severo;0.621
RN;2401404;Baía Formosa;0.609
RN;2401453;Baraúna;0.574
RN;2401503;Barcelona;0.566
RN;2401602;Bento Fernandes;0.582
RN;2401651;Bodó;0.629
RN;2401701;Bom Jesus;0.584
RN;2401800;Brejinho;0.592
RN;2401859;Caiçara do Norte;0.574
RN;2401909;Caiçara do Rio do Vento;0.587
RN;2402006;Caicó;0.71
RN;2402105;Campo Redondo;0.626
RN;2402204;Canguaretama;0.579
RN;2402303;Caraúbas;0.638
RN;2402402;Carnaúba dos Dantas;0.659
RN;2402501;Carnaubais;0.589
RN;2402600;Ceará-Mirim;0.616
RN;2402709;Cerro Corá;0.607
RN;2402808;Coronel Ezequiel;0.587
RN;2402907;Coronel João Pessoa;0.578
RN;2403004;Cruzeta;0.654
RN;2403103;Currais Novos;0.691
RN;2403202;Doutor Severiano;0.621
RN;2403251;Parnamirim;0.766
RN;2403301;Encanto;0.629
RN;2403400;Equador;0.623
RN;2403509;Espírito Santo;0.558
RN;2403608;Extremoz;0.66
RN;2403707;Felipe Guerra;0.636
RN;2403756;Fernando Pedroza;0.597
RN;2403806;Florânia;0.642
RN;2403905;Francisco Dantas;0.606
RN;2404002;Frutuoso Gomes;0.597
RN;2404101;Galinhos;0.564
RN;2404200;Goianinha;0.638
RN;2404309;Governador Dix-Sept Rosado;0.592
RN;2404408;Grossos;0.664
RN;2404507;Guamaré;0.626
RN;2404606;Ielmo Marinho;0.55
RN;2404705;Ipanguaçu;0.603
RN;2404804;Ipueira;0.679
RN;2404853;Itajá;0.624
RN;2404903;Itaú;0.614
RN;2405009;Jaçanã;0.604
RN;2405108;Jandaíra;0.569
RN;2405207;Janduís;0.615
RN;2405306;Januário Cicco;0.574
RN;2405405;Japi;0.569
RN;2405504;Jardim de Angicos;0.565
RN;2405603;Jardim de Piranhas;0.603
RN;2405702;Jardim do Seridó;0.663
RN;2405801;João Câmara;0.595
RN;2405900;João Dias;0.53
RN;2406007;José da Penha;0.608
RN;2406106;Jucurutu;0.601
RN;2406155;Jundiá;0.595
RN;2406205;Lagoa d'Anta;0.601
RN;2406304;Lagoa de Pedras;0.553
RN;2406403;Lagoa de Velhos;0.589
RN;2406502;Lagoa Nova;0.585
RN;2406601;Lagoa Salgada;0.582
RN;2406700;Lajes;0.624
RN;2406809;Lajes Pintadas;0.625
RN;2406908;Lucrécia;0.646
RN;2407005;Luís Gomes;0.608
RN;2407104;Macaíba;0.64
RN;2407203;Macau;0.665
RN;2407252;Major Sales;0.617
RN;2407302;Marcelino Vieira;0.609
RN;2407401;Martins;0.622
RN;2407500;Maxaranguape;0.608
RN;2407609;Messias Targino;0.644
RN;2407708;Montanhas;0.557
RN;2407807;Monte Alegre;0.609
RN;2407906;Monte das Gameleiras;0.598
RN;2408003;Mossoró;0.72
RN;2408102;Natal;0.763
RN;2408201;Nísia Floresta;0.622
RN;2408300;Nova Cruz;0.629
RN;2408409;Olho-d'Água do Borges;0.585
RN;2408508;Ouro Branco;0.645
RN;2408607;Paraná;0.589
RN;2408706;Paraú;0.603
RN;2408805;Parazinho;0.549
RN;2408904;Parelhas;0.676
RN;2408953;Rio do Fogo;0.569
RN;2409100;Passa e Fica;0.606
RN;2409209;Passagem;0.589
RN;2409308;Patu;0.618
RN;2409332;Santa Maria;0.59
RN;2409407;Pau dos Ferros;0.678
RN;2409506;Pedra Grande;0.559
RN;2409605;Pedra Preta;0.558
RN;2409704;Pedro Avelino;0.583
RN;2409803;Pedro Velho;0.568
RN;2409902;Pendências;0.631
RN;2410009;Pilões;0.614
RN;2410108;Poço Branco;0.587
RN;2410207;Portalegre;0.621
RN;2410256;Porto do Mangue;0.59
RN;2410306;Presidente Juscelino;0.563
RN;2410405;Pureza;0.567
RN;2410504;Rafael Fernandes;0.608
RN;2410603;Rafael Godeiro;0.654
RN;2410702;Riacho da Cruz;0.584
RN;2410801;Riacho de Santana;0.591
RN;2410900;Riachuelo;0.592
RN;2411007;Rodolfo Fernandes;0.604
RN;2411056;Tibau;0.635
RN;2411106;Ruy Barbosa;0.605
RN;2411205;Santa Cruz;0.635
RN;2411403;Santana do Matos;0.591
RN;2411429;Santana do Seridó;0.642
RN;2411502;Santo Antônio;0.62
RN;2411601;São Bento do Norte;0.555
RN;2411700;São Bento do Trairí;0.595
RN;2411809;São Fernando;0.608
RN;2411908;São Francisco do Oeste;0.628
RN;2412005;São Gonçalo do Amarante;0.661
RN;2412104;São João do Sabugi;0.655
RN;2412203;São José de Mipibu;0.611
RN;2412302;São José do Campestre;0.615
RN;2412401;São José do Seridó;0.694
RN;2412500;São Miguel;0.606
RN;2412559;São Miguel de Touros;0.591
RN;2412609;São Paulo do Potengi;0.622
RN;2412708;São Pedro;0.589
RN;2412807;São Rafael;0.611
RN;2412906;São Tomé;0.585
RN;2413003;São Vicente;0.642
RN;2413102;Senador Elói de Souza;0.583
RN;2413201;Senador Georgino Avelino;0.57
RN;2413300;Serra de São Bento;0.582
RN;2413359;Serra do Mel;0.614
RN;2413409;Serra Negra do Norte;0.597
RN;2413508;Serrinha;0.592
RN;2413557;Serrinha dos Pintos;0.598
RN;2413607;Severiano Melo;0.604
RN;2413706;Sítio Novo;0.572
RN;2413805;Taboleiro Grande;0.612
RN;2413904;Taipu;0.569
RN;2414001;Tangará;0.608
RN;2414100;Tenente Ananias;0.592
RN;2414159;Tenente Laurentino Cruz;0.623
RN;2414209;Tibau do Sul;0.645
RN;2414308;Timbaúba dos Batistas;0.64
RN;2414407;Touros;0.572
RN;2414456;Triunfo Potiguar;0.602
RN;2414506;Umarizal;0.618
RN;2414605;Upanema;0.596
RN;2414704;Várzea;0.626
RN;2414753;Venha-Ver;0.555
RN;2414803;Vera Cruz;0.587
RN;2414902;Viçosa;0.592
RN;2415008;Vila Flor;0.576
SE;2800100;Amparo de São Francisco;0.611
SE;2800209;Aquidabã;0.578
SE;2800308;Aracaju;0.77
SE;2800407;Arauá;0.595
SE;2800506;Areia Branca;0.579
SE;2800605;Barra dos Coqueiros;0.649
SE;2800670;Boquim;0.604
SE;2800704;Brejo Grande;0.54
SE;2801009;Campo do Brito;0.621
SE;2801108;Canhoba;0.569
SE;2801207;Canindé de São Francisco;0.567
SE;2801306;Capela;0.615
SE;2801405;Carira;0.588
SE;2801504;Carmópolis;0.643
SE;2801603;Cedro de São João;0.623
SE;2801702;Cristinápolis;0.553
SE;2801900;Cumbe;0.604
SE;2802007;Divina Pastora;0.61
SE;2802106;Estância;0.647
SE;2802205;Feira Nova;0.584
SE;2802304;Frei Paulo;0.589
SE;2802403;Gararu;0.564
SE;2802502;General Maynard;0.645
SE;2802601;Gracho Cardoso;0.577
SE;2802700;Ilha das Flores;0.562
SE;2802809;Indiaroba;0.58
SE;2802908;Itabaiana;0.642
SE;2803005;Itabaianinha;0.556
SE;2803104;Itabi;0.602
SE;2803203;Itaporanga d'Ajuda;0.561
SE;2803302;Japaratuba;0.621
SE;2803401;Japoatã;0.56
SE;2803500;Lagarto;0.625
SE;2803609;Laranjeiras;0.642
SE;2803708;Macambira;0.583
SE;2803807;Malhada dos Bois;0.599
SE;2803906;Malhador;0.587
SE;2804003;Maruim;0.618
SE;2804102;Moita Bonita;0.587
SE;2804201;Monte Alegre de Sergipe;0.553
SE;2804300;Muribeca;0.626
SE;2804409;Neópolis;0.589
SE;2804458;Nossa Senhora Aparecida;0.577
SE;2804508;Nossa Senhora da Glória;0.587
SE;2804607;Nossa Senhora das Dores;0.6
SE;2804706;Nossa Senhora de Lourdes;0.598
SE;2804805;Nossa Senhora do Socorro;0.664
SE;2804904;Pacatuba;0.555
SE;2805000;Pedra Mole;0.593
SE;2805109;Pedrinhas;0.592
SE;2805208;Pinhão;0.583
SE;2805307;Pirambu;0.603
SE;2805406;Poço Redondo;0.529
SE;2805505;Poço Verde;0.561
SE;2805604;Porto da Folha;0.568
SE;2805703;Propriá;0.661
SE;2805802;Riachão do Dantas;0.539
SE;2805901;Riachuelo;0.617
SE;2806008;Ribeirópolis;0.613
SE;2806107;Rosário do Catete;0.631
SE;2806206;Salgado;0.609
SE;2806305;Santa Luzia do Itanhy;0.545
SE;2806404;Santana do São Francisco;0.59
SE;2806503;Santa Rosa de Lima;0.592
SE;2806602;Santo Amaro das Brotas;0.637
SE;2806701;São Cristóvão;0.662
SE;2806800;São Domingos;0.588
SE;2806909;São Francisco;0.587
SE;2807006;São Miguel do Aleixo;0.567
SE;2807105;Simão Dias;0.604
SE;2807204;Siriri;0.609
SE;2807303;Telha;0.604
SE;2807402;Tobias Barreto;0.557
SE;2807501;Tomar do Geru;0.551
SE;2807600;Umbaúba;0.579
